No,Nama Produk,Harga,Rating,Terjual,Toko,Lokasi
2369,"Laptop MSI Modern 14 Core i5 Gen 12 16GB 512GB Win 11  14"" Full HD IPS",7349000,4.9,100+ terjual,IT GAMING ID,Jakarta Pusat
2370,Lenovo V14 G4 Ryzen 5 7430 16GB 512GB Win 11 +Office 14.0 FHD,7349000,5.0,9 terjual,Agres ID Depok,Depok
2371,Lenovo Ideapad Flex 5 i3 1215u 8GB SSD 512GB  WIN 11 14.0 IPS Touchscreen,7349000,5.0,4 terjual,aura technology,Jakarta Pusat
2372,"LENOVO Flex 5 2in1 Intel Core i3-1215U 8GB/512GB SSD 14"" WIN 11",7349000,5.0,40+ terjual,ZX'computer,Jakarta Pusat
2373,"MSI Modern 14 Intel Core i5 1235 8gb 512gb Win11 +OHS 14"" FHD IPS Backlit",7349000,5.0,3 terjual,Artomoro Comp,Surabaya
2374,HP 14s-fq1135AU / Fq1136AU [ Ryzen 5-5500U 16GB 512GB  SSD ],7349000,5.0,10 terjual,Abadi Notebook,Semarang
2375,Msi Modern 14 AMD Ryzen 5 7430U Ram 16gb SSD 512gb Win11+Ohs 14.0 Full HD Ips Blit,7349000,5.0,1 terjual,AGRES ID BOGOR,Bogor
2376,HP 14S DQ5153TU/DQ5152TU/DQ5156TU CORE i5 1235U 8/16GB 256/512SSD IRISXE W11+OHS 14 INCH SILVER,7335000,5.0,4 terjual,Agres ID Semarang.,Semarang
2377,Hp 14s DQ5152TU Core i5 1235U 8GB 512GB SSD W11+OHS 14.0FHD IPS,7299000,5.0,60+ terjual,Top Tech Comp,Jakarta Utara
2378,Laptop HP 14S DQ5152TU Core i5 1235U 8GB 512SSD W11+OHS 14.0 FHD IPS,7299000,5.0,100+ terjual,AGRES - HP Authorized,Jakarta Utara
2379,Laptop HP 14S DQ5118TU - i5 1235U 16GB 512G IrisXE W11 14.0FHD IPS OHS,7299000,5.0,60+ terjual,Top Tech Comp,Jakarta Utara
2380,Axioo HYPE 5 X6 AMD Ryzen 5 6600H 16GB 512GB Radeon 660M 14 Inch FHD IPS Windows 11 Laptop,7299000,Tidak Ada Rating,Tidak Ada Data,Limitless Computer,Semarang
2381,Laptop HP 14S DQ5152TU Core i5 1235U 8GB 512SSD W11+OHS 14.0 FHD IPS SILVER,7299000,5.0,30+ terjual,AGRES - HP Authorized,Jakarta Utara
2382,"LAPTOP HP 240 G9 - INTEL I5 1235U 8GB 256GB SSD/512GB SSD 14"" WIN11",7299000,5.0,7 terjual,HOSANA COMPUTER,Jakarta Pusat
2383,"Laptop HP 14s-DQ5153TU i5-1235U SSD 256GB Iris XE 14"" FHD IPS W11 OHS",7299000,5.0,12 terjual,Protech Computer,Jakarta Pusat
2384,"Laptop HP 14 i5 1235U 16GB 512GB W11 OHS 14"" FHD IPS -DQ5152TU",7299000,5.0,29 terjual,royalltech,Jakarta Utara
2385,HP 14 I5 1235 16GB 8GB 512GB 256GB SSD W11+OHS 14.0FHD IPS BLIT 14S - DQ5156TU DQ5227TU DQ5153TU,7299000,5.0,100+ terjual,royalltech,Jakarta Utara
2386,Laptop HP 14s core i5 1235 16GB 512GB 14.0FHD IPS W11 OHS,7299000,5.0,100+ terjual,Top Tech Comp,Jakarta Utara
2387,LAPTOP HP 14S DQ5001TU CORE i5 1235U 8GB 512SSD IRISXE OHS 14.0FHD IPS,7299000,5.0,70+ terjual,ROGS STORE,Jakarta Utara
2388,HP 14S DQ5152TU I5 1235U 8GB 512SSD IrisXE W11+OHS 14.0FHD IPS,7299000,5.0,100+ terjual,EnVicStore,Jakarta Utara
2389,"ACER Lite 14 AL1-14M i3-1215U 512GB SSD 14""WUXGA IPS W11 OHS",7299000,5.0,8 terjual,We Itech,Jakarta Barat
2390,ASUS VIVOBOOK 14 A1404VA A1405ZA I3 1315U 16GB 512GB SSD W11+OHS 14.0FHD A1404ZA,7299000,5.0,70+ terjual,ProStoreComputer,Jakarta Utara
2391,HP 14s DQ5152TU i5-1235U 16GB 512GB SSD 14'FHD IPS W11 OHS,7299000,5.0,12 terjual,We Itech,Jakarta Barat
2392,"Asus Vivobook Go 14 Flip TP1400KA-VIPS451 N4500 ram 8GB ssd 512GB 14"" Touch W11 OHS",7299000,Tidak Ada Rating,2 terjual,Super Laris IT,Makassar
2393,"HP 14s DQ5153TU Intel Core i5 1235U 8/16gb 256/512gb Win11 +OHS 14"" FHD IPS Backlit",7299000,4.9,20 terjual,Artomoro Comp,Surabaya
2394,LENOVO IDEAPAD SLIM 3 15 TOUCH CORE I5 1235 16GB 512GB SSD 15.6FHD,7299000,5.0,17 terjual,ROGS STORE,Jakarta Utara
2395,"LAPTOP HP 14s dq5152TU i5-1235U 8GB 512GB SSD 14""FHD Win11 OHS",7299000,5.0,4 terjual,Space Tech,Jakarta Barat
2396,"ACER ASPIRE 3 A314 23M R897 - R5 7520U 8GB 512SSD 14""HD W11 OHS SILVER",7299000,5.0,6 terjual,Digitalzone Tangcity,Tangerang
2397,"HP 14 DQ5153TU I5 1235 8GB 256GB W11+OHS 14.0"" FHD IPS",7299000,Tidak Ada Rating,2 terjual,Agres ID Tangerang,Tangerang
2398,Laptop Asus Vivobook Pro 14 OLED M3400Q AMD Ryzen 5 5600H 8/512GB,7299000,5.0,1 terjual,Sri Laptop BDG,Bandung
2399,Asus Vivobook 14 A1404VA-VIPS352M Core i3-1315U 512GB SSD 8GB RAM Notebook Laptop,7299000,5.0,5 terjual,GASOL,Malang
2400,Acer Aspire 3 A315 i5 1235 8/256 SSD W11PRE 15.6 FHD - GEN12 TERMURAH,7299000,5.0,12 terjual,ProStoreComputer,Jakarta Utara
2401,ASUS Vivobook Go 15 E1504FA-VIPS3153M - Cool Silver [AMD Ryzen 3 7320U / AMD Radeon Graphics / 16GB / 512GB / 15.6inch / WIN11 / OHS24 / M365],7299000,5.0,6 terjual,Asus Official Store,Jakarta Timur
2402,Asus Vivobook 14 A1404VA VIPS [Intel Core i3-1315U/8GB/512GB SSD/Win11+OHS],7299000,5.0,3 terjual,INTIKOM STORE,Medan
2403,"Laptop hp 14s-fq1135au/fq1136au ryzen 5-5500u 512g 14"" fhd ips w11 ohs",7250000,5.0,100+ terjual,hexxacom,Kab. Kediri
2404,"DELL XPS 13 9365, 2 In 1,  I7-7Y75, Ram 16Gb/512Gb, Super Slim",7250000,5.0,1 terjual,dr.com komputer,Jakarta Barat
2405,Dell latitude 7420 core i5 1145G7 | 16GB |SSD 1TB| FHD slim Garansi ON,7250000,5.0,6 terjual,Mr Hanzo,Jakarta Pusat
2406,LENOVO V14 G4 RYZEN 5 7530 16GB 512GB W11+OHS 14.0FHD,7249000,4.9,30+ terjual,Protech Computer,Jakarta Pusat
2407,"Laptop Lenovo V14 G4 Ryzen 5 7430U 16GB 512SSD 14""FHD IPS  W11 FREE OFFICE",7249000,5.0,80+ terjual,Top Tech Comp,Jakarta Utara
2408,"LENOVO V14 G4 RYZEN 5 7430 8GB 512GB w11 14"" fhd",7249000,5.0,70+ terjual,AGRES ID,Jakarta Utara
2409,"LENOVO FLEX 5 2in1 I3 1215U 8GB 512GB SSD/1TB SSD 14"" IPS TOUCHSCREEN WIN11 PRO",7249000,Tidak Ada Rating,1 terjual,HOSANA COMPUTER,Jakarta Pusat
2410,"Lenovo V14 G4 ABP Ryzen 5 7430U 8GB 512GB 14"" FHD IPS - No Paket, No Upgrade",7249000,Tidak Ada Rating,10 terjual,Gamer ID Bandung,Bandung
2411,"Laptop Lenovo V14 G4 ABP AMD Ryzen 5 7430U 16GB 1TB SSD W11+OHS 14""FHD",7249000,5.0,40+ terjual,Kingz Notebook,Jakarta Pusat
2412,Lenovo V14 G4 ABP Ryzen 5 7430U 16GB 512GB SSD W11+OHS 14.0FHD IPS,7249000,5.0,9 terjual,Top Tech Comp,Jakarta Utara
2413,Lenovo V14 G4 RYZEN 5 7430 8gb 512gb W11 + OHS 14.0FHD 2Y GRY -13ID,7249000,5.0,24 terjual,Agres ID Surabaya,Surabaya
2414,"LENOVO FLEX 5 2in1 TOUCH i3 1215U 8GB 512GB SSD IrisXe WIN11 14"" WUXGA",7249000,5.0,22 terjual,HOSANA COMPUTER,Jakarta Pusat
2415,Lenovo V14 G4 Ryzen 5 7430 8GB 512GB W11+OHS 14: FHD 2Y GRY,7249000,5.0,27 terjual,Lenovo Legion Official,Jakarta Pusat
2416,Lenovo V14 Gen4 ABP Amd Ryzen 5 7430U Ram 24Gb 1Tbssd Win11+Ohs 14.0Fhd Grey,7249000,5.0,9 terjual,Agres ID Bekasi,Bekasi
2417,"Laptop Lenovo V14 G4 AMD Ryzen 5-7530U 512GB SSD 16GB W11 OHS 14"" FHD",7249000,4.9,100+ terjual,Gateway Indonesia Comp,Jakarta Utara
2418,"LENOVO FLEX 5 2IN1 - I3 1215U 8GB 512GB SSD 14"" IPS WIN11",7249000,Tidak Ada Rating,Tidak Ada Data,HOSANA COMPUTER,Jakarta Pusat
2419,"LENOVO IDEAPAD SLIM 1 14 RYZEN 5 5626U 16GB 512GB w11 ohs 14""",7249000,5.0,8 terjual,AGRES ID,Jakarta Utara
2420,LENOVO V14 G4 ABP RYZEN 5 7530 16GB 512GB SSD W11+OHS 14.0FHD - 3MID,7239000,4.8,500+ terjual,ProStoreComputer,Jakarta Utara
2421,LENOVO IDEAPAD SLIM 1 RYZEN 5 5625U 24GB 1TB W11+OHS 14 Inch FHD,7239000,5.0,4 terjual,GADGET SULTAN ID,Jakarta Pusat
2422,Asus VivoBook Oled New Garansi Resmi,7239000,5.0,6 terjual,Kang Laptop,Jakarta Selatan
2423,"Laptop Infinix Inbook Air XL442 i5-1235U RAM 16GB 512GB SSD 14"" IPS 100% sRGB",7210000,5.0,23 terjual,Distributor Laptop ID,Jakarta Pusat
2424,Laptop HP 15 Intel Core i5 Gen 13th 1335U RAM 16GB SSD 1TB Win11 - Silver,7200000,Tidak Ada Rating,1 terjual,Bitcom Lap,Jakarta Pusat
2425,laptop hp 15 intel core i5 gen 12 ram 8gb ssd 512gb windows 11 ori backlit keyboard + fingerprint warna silver,7200000,Tidak Ada Rating,1 terjual,Notebook Lab,Jakarta Pusat
2426,Laptop Baru Hp 15 Intel Core i5 1235u (Gen 12) 8Cpus up to 4.4GHz Ram 32/1TB SSD Backlit keyboard & Fingerprint,7200000,Tidak Ada Rating,2 terjual,LH Shop,Jakarta Pusat
2427,"Laptop Baru HP 15 Intel Core i5 (Gen 13) 1335u 8cpus up to 4,6GHz RAM 16/1TB SSD Backlit keyboard",7200000,Tidak Ada Rating,22 terjual,LH Shop,Jakarta Pusat
2428,MSI GS65 STEALTH RTX 2070 8GB CORE I7 LAPTOP GAMING EDITING RENDERING,7200000,5.0,8 terjual,ASV LAPTOP STORE,Kab. Sleman
2429,Asus vivobook 15 intel core i5 gen 12 ram 16gb ssd 1tb win11 quilet blue,7200000,Tidak Ada Rating,Tidak Ada Data,Bitcom Lap,Jakarta Pusat
2430,Lenovo Thinkpad T14 G2 core i7 Gen 11Th | 16GB | SSD 1TB | Win 11 Pro | 14inc | FULL HD,7200000,5.0,5 terjual,Mr Hanzo,Jakarta Pusat
2431,Dell Precision 7560 7550 7540 7530 7520 7510 Core I7 | Xeon VGA Nvidia,7200000,5.0,2 terjual,Ocean Laptop,Jakarta Barat
2432,Laptop Asus Vivobook M1403QA AMD Ryzen 5-5600H 16GB SSD 512GB OLED,7200000,5.0,3 terjual,StoryLaptop Bandung,Bandung
2433,laptop hp 15 intel core i5 gen 13 th ram 8/16gb ssd 256/512gb windows 11 original warna silver,7200000,5.0,19 terjual,Notebook Lab,Jakarta Pusat
2434,Laptop Premium Gaming Asus Zenbook UX434IQ AMD Ryzen 5 Ram 8/512Gb,7200000,Tidak Ada Rating,Tidak Ada Data,R-07Store,Bandung
2435,"Lenovo V14 G4 Ryzen 5 7530U 8GB / 16GB 512GB W11+OHS 14"" FHD",7199000,4.9,100+ terjual,AMD Official Store,Jakarta Utara
2436,ASUS VivoBook 15 i7-1255U-i5-1235U 8GB/16GB 512GB W11 15.6FHD 60Hz /F1504ZA /F1605ZA,7199000,5.0,21 terjual,Deca Computer,Jakarta Utara
2437,Asus Vivobook Go 15 Oled E1504Fa AMD Ryzen 3 7320 Ram 8GB SSD 512GB W11+OHS 15.6 Full HD,7199000,5.0,50+ terjual,AGRES ID BOGOR,Bogor
2438,"ASUS VIVOBOOK GO OLED E1504FA RYZEN 3 7320U 8GB 512GB W11+OHS 15"" FHD",7199000,4.9,100+ terjual,AGRES ID,Jakarta Utara
2439,ASUS Vivobook F1504ZA I5 1235 16GB 512GB W11 15.6FHD,7199000,5.0,16 terjual,ALIENWARE GAMING STORE,Jakarta Utara
2440,Asus Vivobook Go 15 Oled E1504FA Ryzen 3 7320U 8GB 256-512SSD W11+Ohs,7199000,5.0,40+ terjual,Gamer ID Surabaya,Surabaya
2441,HP 14 Core I5 1235 16GB 512GB W11+OHS 14.0FHD IPS BLIT 2Y,7199000,5.0,8 terjual,Kang Laptop,Jakarta Selatan
2442,ADVAN Laptop 2in1 EVO-X 16”Touch Screen Detachable 2.5K Intel i3-1215U 12GB/512GB WIN 11 Free Stylus,7199000,4.5,8 terjual,Anugerah Digital Lestari,Jakarta Pusat
2443,LAPTOP LENOVO V14 G3 I5 1235 16GB 512GB SSD W11 OFFICE 14.0FHD,7199000,4.8,90+ terjual,ProStoreComputer,Jakarta Utara
2444,"LENOVO IDEAPAD SLIM 3** INTEL I5 1155G7 16GB 512GB SSD 15.6"" Win11 PRE",7199000,5.0,11 terjual,HOSANA COMPUTER,Jakarta Pusat
2445,LENOVO V14 G4 RYZEN 5 7430 8GB 512GB 14.0 FHD W11 OHS,7199000,5.0,18 terjual,Collins Official,Jakarta Pusat
2446,"Asus Vivobook Go 15 OLED E1504FA Ryzen 3 7320U 8GB 512GB 15.6"" FHD",7199000,5.0,11 terjual,Gamer ID Bandung,Bandung
2447,"ASUS Vivobook Go 15 E1504FA RYZEN 3-7320U 8GB 512GB 15.6"" OLED OHS W11",7199000,5.0,100+ terjual,Protech Computer,Jakarta Pusat
2448,"Lenovo V14 G4 ABP Ryzen 5 7430U 8Gb 512Gb 14"" FHD",7199000,5.0,18 terjual,Agres ID Bandung,Bandung
2449,ASUS VIVOBOOK GO 15 OLED E1504FA RYZEN 5 7520 RYZEN 3 7320 8GB 16GB 512GB W11+OHS+O365 15.6FHD,7199000,5.0,14 terjual,royalltech,Jakarta Utara
2450,Asus Vivobook Go 15 OLED E1504FA Ryzen 3 7320U 8GB 512 SSD Win 11 FHD,7199000,5.0,30+ terjual,Agres ID Depok,Depok
2451,ASUS VIVOBOOK 15 F1502ZA TOUCH I7-1255U 16GB 512GB SSD W11 15.6FHD IPS,7199000,5.0,16 terjual,Gateway Indonesia Comp,Jakarta Utara
2452,HP 14S DQ5001TU I5 1235 16GB 1TB SSD W11 Free Office Original 14.0 IPS,7199000,5.0,26 terjual,ROGZ Online,Jakarta Pusat
2453,"LENOVO THINKPAD E14 GEN 2 [CORE i5-1135G7] 16GB RAM | 512GB SSD | 14""",7199000,5.0,17 terjual,SPACECOMP ID,Jakarta Barat
2454,"Asus Vivobook 15 F1504ZA Intel i5-1235U 16GB 1TB SSD W11 15.6"" FHD",7199000,5.0,18 terjual,Gateway Indonesia Comp,Jakarta Utara
2455,"HP 14s DQ5153TU i5 1235U 8GB 256GB 14"" FHD - Silver",7199000,5.0,9 terjual,Agres ID Bandung,Bandung
2456,"Lenovo Ideapad Slim 1 14 Ryzen 5 5625U 16GB 512GB W11+OHS 14"" FHD -9LID",7199000,5.0,18 terjual,AMD Official Store,Jakarta Utara
2457,ADVAN Laptop 2 in 1 EVO X 16 Touch I3-1215U 12GB 512SSD 2.5K W11,7199000,4.7,4 terjual,Digitalzone Tangcity,Tangerang
2458,Asus Vivobook Go 15 Oled E1504FA Ryzen 3 7320U Ram 8Gb 512Gb Win11+Ohs,7199000,4.5,12 terjual,Agres ID Bekasi,Bekasi
2459,ASUS VIVOBOOK GO 15 OLED E1504FA R3 7320 8GB 256GB 15.6FHD,7199000,5.0,50+ terjual,Agres ID Bandung,Bandung
2460,ASUS Vivobook Go 15 OLED E1504FA Ryzen 3 7320U 8GB 512GB / 256GB W11,7199000,5.0,80+ terjual,Distributor Laptop ID,Jakarta Pusat
2461,ASUS VivoBook GO 15 OLED E1504FA RYZEN 3 7320u 8GB 512GB W11+OHS+O365 15.6FHD,7199000,5.0,30+ terjual,Deca Computer,Jakarta Utara
2462,Laptop Lenovo ThinkPad T14 G2 Core i7 Gen 11 - RAM 40GB - SSD 1TB - 14 inch - Series Business - Windows 11 Pro,7199000,Tidak Ada Rating,Tidak Ada Data,JUALANDOK Computer,Jakarta Pusat
2463,ASUS Vivobook 15 i7-1255U/i5-1235u 16GB 512GB W11 15.6FHD IPS/F1605ZA /F1504ZA touch,7199000,Tidak Ada Rating,12 terjual,Deca Computer,Jakarta Utara
2464,"Laptop HP 14s-DQ5153TU i5-1235U SSD 256GB Iris XE 14"" FHD IPS W11 OHS",7199000,5.0,23 terjual,Collins Official,Jakarta Pusat
2465,Lenovo V14 G4 ABP AMD Ryzen 5 7340u 16gb 512ssd windows 11 + Ohs 2021 Ips,7199000,Tidak Ada Rating,Tidak Ada Data,City Notebook,Jakarta Pusat
2466,ASUS VIVOBOOK GO 15 E1504FA RYZEN 3 7320 RYZEN 5 7520 16GB 512SSD W11+OHS 15.6FHD BLIT,7189000,5.0,250+ terjual,royalltech,Jakarta Utara
2467,MacBook Retina 12 inch 2017 i5 128gb / 256gb / 512gb Second Original,7180000,5.0,1 terjual,Sierra Solution Gadget,Jakarta Selatan
2468,HP EliteBook 840 G5 Core i7-8650U RAM 32GB SSD 512GB NVMe 14 inch FHD,7149500,5.0,7 terjual,RedStar Electronic,Jakarta Barat
2469,LAPTOP LENOVO IDEAPAD SLIM 5 15 CORE I5 1235 8GB 512GB SSD 15.6FHD,7149000,5.0,4 terjual,Simone Comindo CV,Medan
2470,LENOVO THINKPAD X1 CARBON 7TH GEN X1 I7-8650U/ 16GB RAM / 1TB SSD/ FHD,7100000,Tidak Ada Rating,8 terjual,Nengdaraspeed,Bogor
2471,HP 14S RYZEN 5 5500 FQ1135AU 8GB 512GB SSD W11+OHS 14.0FHD IPS BACKLIT,7100000,5.0,30+ terjual,Agres ID Semarang.,Semarang
2472,"Asus ExpertBook P1 P1403CVA-S63850WS Core i3-1315U 8GB 512GB 14"" W11+OHS21",7100000,Tidak Ada Rating,Tidak Ada Data,Uptodatebdg,Bandung
2473,Ultrabook Samsung Series 9 Ativ Core i7 SSD 256 FHD Backlite NP900X3C,7100000,4.7,3 terjual,Mac Thinkpad Lover,Jakarta Timur
2474,lenovo ideapad core i5 gen 12 th ram 16gb ssd 1tb windows 11 original warna silver,7100000,5.0,25 terjual,Notebook Lab,Jakarta Pusat
2475,Dell Latitude 3420- i3-1115G4 -8GB-256GB Solid State Drive,7099000,Tidak Ada Rating,30+ terjual,Dell Official Store,Jakarta Utara
2476,"ASUS VIVOBOOK 14 A1404VA i3-1315U 8GB 512GB 14"" FHD OHS W11",7099000,4.9,500+ terjual,Protech Computer,Jakarta Pusat
2477,"ASUS Vivobook 14 A1404VA i3-1315U SSD 256GB/512GB 14"" FHD IPS W11 OHS",7099000,5.0,250+ terjual,Collins Official,Jakarta Pusat
2478,"Asus Vivobook 14 A1404VA i3 1315 8gb 512ssd W11 + OHS 14"" FHD IPS",7099000,5.0,7 terjual,Gamer ID Surabaya,Surabaya
2479,"ASUS Vivobook 14 A1404VA i3-1315U 8GB 512GB 14""FHD IPS W11 OHS",7099000,5.0,8 terjual,Space Tech,Jakarta Barat
2480,"Laptop HP 14s-FQ1135AU R5-5500U 8GB 512GB SSD 14"" FHD IPS W11+OHS",7099000,5.0,12 terjual,StarComp,Kab. Sleman
2481,"Laptop INFINIX Inbook AIR i5-1235U 16GB 512GB 14"" WUXGA IPS sRGB 100% W11",7099000,5.0,24 terjual,Collins Official,Jakarta Pusat
2482,"ASUS A416EPO [CORE i5-1135G7 / NVIDIA MX330] 8GB RAM 512GB SSD 14""",7099000,5.0,3 terjual,SPACECOMP ID,Jakarta Barat
2483,Asus Vivobook 14 A1404VA Core i3 1315U Ram 16Gb 1Tbssd Win11 + Ohs 14.0Fhd Ips Blue & Silver,7099000,5.0,15 terjual,Agres ID Bekasi,Bekasi
2484,"Dell Latitude 3420 i3-1115g4 16gb Ssd 512gb 14"" Windows Resmi",7099000,5.0,250+ terjual,aura technology,Jakarta Pusat
2485,"Asus Vivobook 14 A1404VA i3 1315U 8GB 512GB 14"" FHD IPS - Silver",7099000,5.0,20 terjual,Agres ID Bandung,Bandung
2486,"Laptop Advan Workplus AMD Ryzen 5 6600H RAM 16GB SSD 512GB Windows 11 14"" Inch Full HD IPS",7099000,Tidak Ada Rating,6 terjual,Gamer ID Surabaya,Surabaya
2487,"Asus Vivobook 14 A1404VA i3 1315U 8GB 512GB 14"" FHD IPS",7099000,5.0,3 terjual,Gamer ID Bandung,Bandung
2488,ASUS VIVOBOOK 14 A1404VA I3 1315 16GB 512SSD W11+OHS A1404ZA A1405ZA,7099000,4.9,100+ terjual,Gaming Laptop ID,Jakarta Utara
2489,ADVAN Laptop Workplus AMD RYZEN 5 6600H 14'' FHD IPS 16GB 512GB Win 11,7099000,5.0,13 terjual,Simone Comindo CV,Medan
2490,"Asus Vivobook 14 A1404VA i3 1315U 8GB 512GB 14"" FHD IPS - Blue",7099000,5.0,25 terjual,Agres ID Bandung,Bandung
2491,"ASUS VIVOBOOK 14 A1404VA i3-1315U 8GB 256GB/512GB 14"" FHD OHS W11",7099000,5.0,90+ terjual,Protech Computer,Jakarta Pusat
2492,"Asus Vivobook 14 A1404VA i3 1315U 8GB 512GB 14"" FHD IPS Silver",7099000,5.0,4 terjual,Gamer ID Bandung,Bandung
2493,"ASUS Vivobook 14 A1404VA i3-1315U RAM 8GB SSD 512GB 14"" FHD IPS W11 OHS",7099000,5.0,8 terjual,Deca Computer,Jakarta Utara
2494,"Asus Vivobook 14 A1404VA - I3 1315U ( GEN 13 ) 8GB 256GB 14"" FHD IPS",7099000,5.0,40+ terjual,INTEL STORE ID,Jakarta Utara
2495,Asus Vivobook 14 A1404VA i3 1315U 16GB 256GB Win 11 0 h s 14.0 F H D,7099000,5.0,8 terjual,Agres ID Depok,Depok
2496,"Microsoft Surface Go 3 Pentium, i3/64/128GB",7089000,5.0,2 terjual,OBelanja,Jakarta Selatan
2497,LAPTOP ACER TRAVELMATE P214 I5 1135G7 8GB 256SSD W11PRE 14.0FHD,7088999,4.7,60+ terjual,Deca Computer,Jakarta Utara
2498,Axioo hype 5 x5 Ryzen 5 5560u 16gb 512ssd windows 11 pro IPS,7049000,5.0,40+ terjual,City Notebook,Jakarta Pusat
2499,LAPTOP - ADVAN WORKPLUS 16/512GB GARANSI RESMI,7024000,4.9,30+ terjual,Scorpio Electro,Jakarta Pusat
2500,"Laptop Baru Asus Vivobook 14 Intel Core i5 (Gen 11 ) 1135G7 8cpus up to 4,2GHz 8/1TB SSD",7000000,Tidak Ada Rating,14 terjual,LH Shop,Jakarta Pusat
2501,Dell latitude 7320 Detachable 2in1  Spesifikasi -Processor 11th Gen Intel Core i7-1180G7 -Ram 16gb  -SSd 512gb,7000000,5.0,4 terjual,HENTECH STORE,Batam
2502,"Asus VivoBook Pro 14 OLED am3400Q, Ryzen 5-5600H, 8/512Gb, On Garansi",7000000,5.0,6 terjual,dr.com komputer,Jakarta Barat
2503,Laptop Asus A456U Intel Core i5-7200U | 2GB Nvidia | 8GB | 1TB | Win10,7000000,5.0,5 terjual,STAR COMPUTER ELECTRONIC,Jakarta Barat
2504,Macbook Retina 2017 12inch i5 8/512GB,7000000,5.0,2 terjual,Tstore88,Jakarta Pusat
2505,LAPTOP FLIP TOUCH ACER SPIN I5 1235U 8GB SSD 1TB 14.0 FHD IPS WIN11,7000000,Tidak Ada Rating,Tidak Ada Data,KLIKNKLIK AMBASSADOR 1,Jakarta Selatan
2506,Lenovo thinkpad X1 yoga i7 gen 8 - RAM 16GB - SSD 256 - 512 - 1TB -ORI,7000000,4.9,40+ terjual,Mr Hanzo,Jakarta Pusat
2507,SPEK TINGGI !!DELL LATITUDE 5289 RAM 16GB/256 SSD LAPTOP CORE i7 GEN 7,7000000,4.5,13 terjual,US_ELECTRONIC,Jakarta Barat
2508,LAPTOP HYBRID LENOVO THINKPAD X1 TABLET 2019 I7 16/512 SSD TOUCHSCREEN 3K,7000000,5.0,1 terjual,VinStore1611,Jakarta Pusat
2509,HUAWEI Matebook 14s 8+512GB Second,7000000,Tidak Ada Rating,Tidak Ada Data,Blues Thrift,Surabaya
2510,ACER SWIFT 5 SF514 55T Evo Core i5-1135G7 8GB 512GB SSD FHD IPS Touch,7000000,Tidak Ada Rating,Tidak Ada Data,@LaptopSidoarjocom,Kab. Sidoarjo
2511,Advan Laptop 2 in 1 Evo-X 16 Intel Core i3-1215U 12GB/512GB 2.5K IPS 100% SRGB Free Stylus + Keyboard + Windows 11,6999000,4.9,50+ terjual,Advan Official Store,Kab. Tangerang
2512,"LENOVO V15 G4** RYZEN 5 7520U 8GB 512GB SSD 15.6"" FHD DOS/W11 Pro Pre",6999000,5.0,40+ terjual,HOSANA COMPUTER,Jakarta Pusat
2513,Acer Aspire 3 A315-59 Intel Core i5-1235U 8GB/512GB SSD 15.6'' Full HD Windows 11**,6999000,5.0,80+ terjual,ZX'computer,Jakarta Pusat
2514,(NEW) Advan Laptop 2 in 1 Evo-X 16 Intel i3-1215U 12GB/512GB 2K IPS 100% SRGB Free Stylus + Keyboard + Windows 11,6999000,5.0,29 terjual,ADVAN NOTEBOOK,Kab. Tangerang
2515,"ASUS Vivobook 14 A1404VA i3-1315U 8GB/16GB SSD 512GB 14""FHD W11 OHS",6999000,5.0,60+ terjual,We Itech,Jakarta Barat
2516,Laptop ADVAN WorkPlus Ryzen 5 6600H RAM 16GB 512GB SSD Work Plus,6999000,Tidak Ada Rating,500+ terjual,Distributor Laptop ID,Jakarta Pusat
2517,"ASUS Vivobook Go 15 OLED E1504FA Ryzen 3-7320U 8GB 512GB 15.6"" W11 OHS",6999000,5.0,40+ terjual,Space Tech,Jakarta Barat
2518,ASUS VIVOBOOK 14 FLIP TP1400KA TOUCH N4500 8GB 512GB 14FHD VIPS 2IN1,6999000,5.0,12 terjual,ALIENWARE GAMING STORE,Jakarta Utara
2519,Lenovo ThinkPad X1 Carbon G9/Core i7 Gen-11-Evo/RAM 16GB/SSD 2TB/Touchscreen/Grade A,6999000,5.0,4 terjual,SROCOMPUTER.ID,Jakarta Pusat
2520,ADVAN Laptop Workplus AMD RYZEN 7 7735HS 16GB 512GB 14'' FHD Work Plus,6999000,4.9,100+ terjual,TeknoTrend,Jakarta Pusat
2521,"LAPTOP LENOVO IDEAPAD SLIM 3 - I3 1215U 8GB 512GB SSD 14"" WIN11 + OHS",6999000,5.0,7 terjual,HOSANA COMPUTER,Jakarta Pusat
2522,LAPTOP LENOVO V14 G3 I5 1235 16GB 512GB W11 OFFICE 14.0FHD,6999000,4.8,90+ terjual,ProStoreComputer,Jakarta Utara
2523,ADVAN Workplus AMD Ryzen 5 6600H 14'' inch FHD IPS 16GB/512GB Laptop Notebook Windows 11,6999000,4.9,3rb+ terjual,ADVAN NOTEBOOK,Kab. Tangerang
2524,LENOVO V14 G2 [CORE i5 1135G7 NVIDIA MX350] 16GB RAM 512GB SSD 14INCH,6999000,5.0,3 terjual,SPACECOMP ID,Jakarta Barat
2525,"LAPTOP ACER A315-58** I5 1135G7 8GB 256GB/512GB SSD IRIS XE 15.6"" FHD",6999000,5.0,24 terjual,HOSANA COMPUTER,Jakarta Pusat
